epoch,acc,loss,val_acc,val_loss
0,0.7059248554913294,0.6088953628016345,0.7118155635055959,0.6070235366436522
1,0.7073699421965318,0.6007626818094639,0.7118155635055959,0.6014490484847803
0,0.7030346820809249,0.6154289142244813,0.7118155635055959,0.6000185758304871
1,0.7073699421965318,0.6039886095620304,0.7118155635055959,0.6082760868567211
0,0.46666667,0.7085342566172282,0.4736842215061188,0.6937823295593262
1,0.48,0.6919614744186401,0.5263158082962036,0.6931963562965393
2,0.48,0.7005528577168783,0.5789473652839661,0.6924727559089661
3,0.44,0.7053633332252502,0.4736842215061188,0.6945481896400452
4,0.53333336,0.6891359806060791,0.4736842215061188,0.6959584355354309
5,0.52,0.6910790801048279,0.4736842215061188,0.6957836747169495
6,0.49333334,0.6964065138498942,0.4736842215061188,0.6979570984840393
7,0.52,0.6953094013532003,0.4736842215061188,0.6996627449989319
8,0.52,0.6917413608233134,0.4736842215061188,0.7005959749221802
9,0.53333336,0.6841548117001851,0.4736842215061188,0.7026594281196594
10,0.52,0.6911849466959635,0.4736842215061188,0.7015799283981323
11,0.5466667,0.695795567035675,0.4736842215061188,0.7022804617881775
12,0.58666664,0.6806684589385986,0.4736842215061188,0.6989691853523254
13,0.52,0.6918697985013326,0.4736842215061188,0.6954649686813354
14,0.46666667,0.7059876894950867,0.4736842215061188,0.6959376335144043
15,0.49333334,0.6984216777483622,0.4736842215061188,0.7004125714302063
16,0.5466667,0.6933021124204,0.4736842215061188,0.7011959552764893
17,0.52,0.6968284527460734,0.4736842215061188,0.7012004256248474
18,0.50666666,0.6893305683135986,0.4736842215061188,0.7018961906433105
19,0.52,0.6960408679644267,0.4736842215061188,0.701381504535675
20,0.49333334,0.6905455040931702,0.4736842215061188,0.7000235915184021
21,0.53333336,0.6936811916033427,0.4736842215061188,0.6987226605415344
22,0.50666666,0.6907671825091044,0.4736842215061188,0.6968867182731628
23,0.49333334,0.6925943279266358,0.4736842215061188,0.6951737403869629
24,0.50666666,0.6929072737693787,0.4736842215061188,0.6960981488227844
25,0.49333334,0.6916429797808329,0.4736842215061188,0.6964113116264343
26,0.42666668,0.6970671812693278,0.4736842215061188,0.6964391469955444
27,0.50666666,0.6948068849245708,0.4736842215061188,0.6966907382011414
28,0.48,0.6923411663373311,0.4736842215061188,0.6990836262702942
29,0.53333336,0.6914420994122823,0.4736842215061188,0.7045008540153503
30,0.48,0.6905724207560221,0.4736842215061188,0.7037976384162903
31,0.5733333,0.6893950239817301,0.4736842215061188,0.6995272040367126
32,0.42666668,0.6976082889238994,0.4736842215061188,0.6977816224098206
33,0.45333335,0.7016612990697225,0.4736842215061188,0.6970755457878113
34,0.53333336,0.6920431057612101,0.4736842215061188,0.6984723210334778
35,0.52,0.6906159218152365,0.4736842215061188,0.7019379138946533
36,0.50666666,0.6932288273175558,0.4736842215061188,0.7020807862281799
37,0.52,0.6899724539120992,0.4736842215061188,0.6995936632156372
38,0.50666666,0.6953971958160401,0.4736842215061188,0.6943705677986145
39,0.46666667,0.6931922260920207,0.4736842215061188,0.6929724216461182
40,0.48,0.696708574295044,0.5263158082962036,0.6922457218170166
41,0.42666668,0.6958662390708923,0.5263158082962036,0.6913601756095886
42,0.46666667,0.6973461119333902,0.5263158082962036,0.6916247010231018
43,0.49333334,0.6914090466499329,0.5263158082962036,0.6919560432434082
44,0.56,0.6916654737790425,0.5263158082962036,0.6924045085906982
45,0.49333334,0.6910194238026937,0.4736842215061188,0.6929835677146912
46,0.5466667,0.6928334712982178,0.4736842215061188,0.6937777996063232
47,0.52,0.6970371667544047,0.4736842215061188,0.694052517414093
48,0.52,0.6923468049367268,0.4736842215061188,0.6945140361785889
49,0.52,0.6939720106124878,0.4736842215061188,0.6947394013404846
